smile,Polarizability,split
CNC(=O)[C@H]1CCCCN1C(=O)C[C@H](C)C(C)(C)C,180.28,test
Cc1nnc(N(C)[C@@H]2CCC[C@H]2O)s1,138.37,test
Cc1ncc([C@@H](C)NCC(C)(F)F)s1,126.41,test
O=C1CCc2cc(OCCOCC(F)F)ccc21,155.56,test
CC(C)N(CC(F)F)S(=O)(=O)C1CC1,115.76,test
CC(=O)c1ccc(C(=O)NCc2conc2C)s1,171.28,test
CC(C)(C)C(=O)NC[C@@H](O)CNC(=O)[C@H]1CCOC1,164.57,test
CN(CCCCCO)c1nnc(-c2ccc3ccccc3n2)n1CC1(NC(=O)OC(C)(C)C)COC1,350.79,test
Cc1ccc2nc(-c3nccnc3Cl)[nH]c2c1C,200.38,test
COC[C@H](C)OC(=O)N1CC[C@@H]2COC[C@H]2C1,148.55,test
FC(F)(F)Cn1nnnc1CN1CCC[C@H](c2nnc3n2CCC3)C1,195.16,test
CCc1nnc(CSC[C@@H](C)CO)s1,151.6,test
CCCCNC(=O)N1C[C@H](C)C[C@H](C(=O)OC)C1,163.63,test
CCOc1cc(/C=C2/SC(=S)N(c3ccccc3)C2=O)ccc1OC(=O)c1ccc(F)cc1,381.66,test
O=C(Nc1ccccc1)[C@@H](Cc1ccccc1)NC(=O)[C@H]1Cc2ccccc2O1,269.88,test
CC(C)C[C@H](C)n1nccc1NC(=O)N1CCN([C@H](C)C(F)(F)F)CC1,221.01,test
COc1cccc(CNC(=O)c2c[nH]c(=O)c3ccccc23)c1OC1CCCC1,272.43,test
COCCCn1c(N2CCC[C@H](CN(C)C(=O)OC(C)(C)C)C2)nnc1[C@]1(OC(C)C)CCOC1,322.39,test
CC[C@H](C)OCC(=O)N[C@@H](CC)c1csc(C)c1,182.33,test
CCC(CC)SCCS(=O)(=O)N(C)C,150.38,test
CNC(=O)c1cc(OC)ccc1NC(=O)c1cc(-c2nn[nH]n2)cs1,250.37,test
O=C(/C=C/C1CC1)N1CCCSCC1,145.08,test
CCS(=O)(=O)N[C@H]1C[C@@]1(C)C(C)C,127.37,test
COC(=O)[C@](C)(CCF)NCc1nc(=O)n(C)[nH]1,146.21,test
CC(=O)N1CCC[C@@H]1C(=O)N1[C@@H]2CC[C@H]1[C@H](NC(=O)c1cc[nH]c1)C2,220.89,test
Cc1ccc(NC(=O)c2nnc(N3CCN4C(=O)N(CC(C)C)C[C@@H]4C3)n2CCOC(C)C)cc1C,364.94,test
COC[C@@H](C)CNC(=O)c1ccc2nccnc2n1,179.55,test
O=S1(=O)CCC(OCC2CCC2)CC1,130.39,test
CC[C@@H](NC(C)=O)C(=O)OC[C@@]1(O)CCOC1,141.42,test
Cc1cc(NC(=O)[C@]2(F)CCOC2)cc(C)n1,152.46,test
C[C@@H]1CC[C@@H](CNC(=O)OC2COC2)C1,133.41,test
COC(=O)[C@H]1CCN(C(=O)CCc2ccc3ccccc3c2)c2ccccc21,275.83,test
c1nc2ccccc2n1-c1ccc(-c2noc(C[C@H]3COc4ccccc4O3)n2)cn1,305.44,test
COCCN1CCN(c2nnc([C@H](C)NS(C)(=O)=O)n2CC2([S@@](C)=O)CCC2)CC1=O,282.79,test
Cc1cnc(C(=O)N2CC[C@H](NC(=O)c3nccs3)[C@H](O)C2)cn1,224.07,test
CC(=O)NC[C@H]1CN(c2nnc([C@@H](C)Oc3cccc(C)c3C)n2CC2(O)CCCCCC2)CCO1,334.93,test
CCC(C)(C)CCNC(=O)NCc1snnc1C,177.7,test
COc1cccnc1C(=O)N[C@H]1C[C@H](C)N(C(=O)c2cn[nH]n2)C1,212.74,test
C[C@H]1CN=C(NC(=O)C2CC=CC2)S1,140.27,test
NC(=O)c1cccc(C(=O)NC2CN(C(=O)[C@@H]3CCCCO3)C2)c1,216.36,test
COCCn1c(C2CCC2)nnc1N(C)CCCc1cc(-c2ccccc2)no1,275.91,test
O=C(N[C@@H]1CCN(Cc2cnon2)C1)c1cnn[nH]1,154.27,test
CCc1ccoc1C(=O)NC1CN(Cc2nnc3n2CCOC3)C1,210.63,test
O=C(CCF)N1CC[C@]2(CC2(F)F)C1,104.65,test
Cc1ccc(NC(=O)c2nnc(N3CC(C)(C)OC(C)(C)C3)n2Cc2ccc(C(N)=O)nc2)cc1C,357.23,test
COCC[C@](C)(O)Cn1c(-c2ccc(C)o2)nnc1N1CCC[C@H](C(=O)Nc2ccc(C)cn2)C1,336.82,test
Cc1cc(NC(=O)Nc2ccc[nH]c2=O)ccc1Cl,195.69,test
C/C=C\COC(=O)C1(F)CCOCC1,116.59,test
Cn1nc(-c2ccc(Cl)cc2)cc1C(=O)NC[C@H]1COC2(CCCCC2)O1,268.51,test
C=C[C@@H](C)ONC(=O)c1ccc2c(c1)N(C)CCO2,184.22,test
CC(C)OC(=O)N1C[C@@H]2C[C@H]1C[C@@H]2F,117.38,test
C[C@@H](c1ccco1)N(C)c1nnc(C(=O)Nc2ccccn2)n1CC(=O)N(C)Cc1ccccc1,333.13,test
CC[C@H](O)CNC(=O)Cc1cccs1,138.17,test
NC(=O)c1cncc(N2CC(n3ccnn3)C2)n1,157.4,test
C#C[C@H](CC)NC(=O)N[C@H](C)CCC(=O)OCC,165.48,test
CC(C)O[C@@]1(c2nnc(N(C)Cc3ccc(C(F)(F)F)cc3)n2C[C@]2(C)CN(C)C2=O)CCOC1,302.55,test
Cc1ccnc(N2CC[C@@H](NC(=O)c3ccnc(C)c3)[C@H](O)C2)n1,227.64,test
COCCNC(=O)[C@H]1CC[C@H](C)N(c2nnc(-c3cnn(C)c3)n2CC(C)(C)c2cccc(F)c2)C1,336.09,test
CC(C)COc1ccc([C@H](C)NC(=O)Nc2ccc(N3CCOCC3)nc2)cc1,294.18,test
CCC(C)(C)Cn1c([C@@H]2COCCN2C(=O)OC(C)(C)C)nnc1N1CCN(C(=O)C(C)C)CC1,323.01,test
O=C(/C=C/c1ccc(Cl)cc1Cl)Nc1cc(-c2nc3cc(Cl)ccc3o2)ccc1Cl,369.41,test
Cc1cc(CN(C)C(=O)c2ccc(OCc3ccccc3)nc2)ccc1F,255.36,test
CN(CCNS(C)(=O)=O)c1nnc(C(=O)N2CCCC2)n1Cc1cc(F)ccc1F,260.1,test
Cc1cccc2c(CCn3c(C(=O)NC(C)C)nnc3N3CCC[C@@H](CNC(=O)C(C)C)C3)c[nH]c21,354.43,test
Cc1nsc(N[C@H]2CCO[C@@H](C)C2)n1,137.08,test
CCCC(=O)N1CC[C@@H](NC(=O)c2cnn(C)c2CCC)[C@H](O)C1,222.46,test
CC1(C)CN(C(=O)c2ccccc2C(=O)c2cccs2)C[C@H](CO)O1,237.63,test
C=CCNC(=O)CNC(=O)CCOC,121.75,test
CCc1nnc(C(=O)NC(C)(C)C)s1,140.31,test
Cc1ccc(CN(c2ccc3sc(C(=O)Nc4ccc(F)cc4)cc3c2)S(C)(=O)=O)cc1,345.18,test
COCCO[C@H]1CCN(c2nnc(-c3ccccn3)n2CC[C@H]2CCN(C(=O)OC(C)(C)C)C2)C1,337.42,test
C[C@@H]1CCN(Cc2cnsn2)CC12CCC2,157.71,test
CCC[C@H](C)N(C)C(=O)N[C@@H](C)CCCC(F)(F)F,163.33,test
Cn1ccnc1[C@@H](Nc1ncc2c(c1C#N)CCC2)c1ccc(Cl)cc1,259.41,test
O=C([C@@H]1CC[C@H](C(F)(F)F)C1)N1CC(CC2CC2)C1,157.85,test
CC(C)Cc1ccc([C@H](NC(=O)NC[C@H](C(C)C)N2CCN(C)CC2)C2CC2)cc1,303.75,test
C[C@@H](SCCO)C(=O)N1CCCCC1,141.37,test
CC(C)C(=O)N1CC[C@](C)(CNC(=O)c2cccc3cnccc32)C1,243.02,test
COc1cccc(CC(=O)N2CCc3ccc(Nc4ncnc5[nH]ccc54)cc32)c1,309.54,test
Cc1cccc(Oc2ccccc2NC(=O)N2CCN(c3ncccc3C#N)CC2)c1,306.17,test
CCC(CC)NC(=O)c1nnc(N2CCC[C@H](NC(=O)C(C)(C)C)C2)n1C[C@H]1Cc2ccccc2O1,340.05,test
CCOc1cncc(N(CC)C2CN(C)C2)n1,167.38,test
CCOC[C@H](C)NC(=O)N1CCCNC(=O)C1,148.67,test
CC=C(C)Nc1cc(F)c(F)cc1C,128.9,test
COCCNS(=O)(=O)c1ccc(C)c(C(=O)N2CCNC(=O)CC2)c1,228.66,test
CC(C)OC(=O)C(C)(C)NC(=O)[C@H]1CCCC[C@H]1C,174.71,test
Cc1cccc(-c2nnc(N3C[C@@H]4CN(C(=O)OC(C)(C)C)C[C@@H]4C3)n2CCC(=O)NC(C)(C)C)n1,340.36,test
C[C@H]1OCC[C@@H]1S(=O)(=O)CCC1CC1,130.22,test
CSCC(=O)N[C@@H]1CN(C(=O)c2ccn[nH]2)C[C@@H]1C,177.17,test
CCCCS(=O)(=O)N1CC[C@@](C)(F)C1,126.99,test
CS[C@@H](C)CC(=O)NOCC(F)F,113.68,test
CC(C)[C@H]1CN(C(=O)C(F)F)CCS1,124.92,test
O=C(NC1Cc2ccccc2C1)C1=CCCCO1,170.5,test
CN(C)c1cccnc1C(=O)NCC1(C#N)CCC1,173.61,test
C[C@H]1CO[C@@H](C(=O)N2CC(NC(=O)c3ncc4ccccn43)C2)C1,227.88,test
O=C(CN1CCOCC1=O)O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2OC(=O)CN1CCOCC1=O,231.47,test
CN(CCn1c([C@@H]2CCCOC2)nnc1N1CCC(OC[C@H]2CCOC2)CC1)C(=O)OC(C)(C)C,323.18,test
CC[C@@H]1C[C@H](C)CN1c1nnc([C@H](C)Oc2cccc(Cl)c2)n1CC1(O)CCS(=O)(=O)CC1,314.47,test
Cn1ccc(/C=C/C(=O)NCC2(c3ccc(F)cc3)CCOCC2)c1,247.21,test
COC(=O)c1cccnc1Nc1cc(F)ccc1C,185.1,test
CC(C)CC(=O)OCc1csc(Cl)n1,139.07,test
CN1C(=O)c2ccccc2[C@@H]1CNC(=O)[C@H](N)CO,166.79,test
Cc1nc(C)c(F)c(N2CC[C@H](NC(=O)c3cc[nH]c3)[C@H](O)C2)n1,216.72,test
C[C@H](C(=O)NC[C@H]1C[C@H](O)C1)N(C)C,129.53,test
Cc1nnc(N2CCO[C@@H](c3ccco3)C2)n1Cc1cccc(C)c1,227.55,test
C=CC(=O)NCc1ccc(C(=O)N2CCC[C@H](C3N=NC(=O)O3)C2)cc1,232.11,test
CCNC(=O)CCCC(=O)N[C@H]1C[C@H]2C[C@@H](C1)N(C(=O)COC)C2,212.44,test
CC(=O)NCCCNc1nc2c(cc(Cl)cc2F)s1,194.39,test
CCCOc1cccc([C@H]2Nc3ccccc3C(=O)N2C[C@@H]2CCCO2)c1,263.47,test
CC[C@H](NC(=O)[C@@H]1CCCN(S(=O)(=O)c2ccccc2)C1)c1ccc(C)cc1,268.95,test
C=C[C@H](C)NC(=O)N[C@H](CO)COC,126.92,test
CC[C@H](O[C@@H]1CCC[C@@H](C)C1)C(=O)Nc1[nH]nc2cc(C)n(C)c(=O)c21,246.75,test
CC[C@@H](O)CNC(=O)[C@H](O)C(C)(C)O,121.28,test
COc1ccc(CSCc2ccc(Cl)cn2)nn1,188.08,test
CCO[C@@H](C)C(=O)NC[C@@H](O)c1ccsc1,152.73,test
CCOC(=O)c1ncc(NC(=O)c2coc(-c3c(F)cccc3F)n2)s1,249.44,test
Cc1cc(C(=O)N2CCC[C@H](CNC(=O)c3cn(C)c(=O)[nH]3)C2)[nH]n1,228.22,test
CN1CC(C(=O)N[C@]23CCC[C@@H]2N(Cc2cnon2)CC3)=NC1=O,201.84,test
CO[C@H](C)C(=O)N[C@@H]1C[C@H]1c1cccc(F)c1,153.13,test
CCOC(=O)CSCCOC1CCC1,137.5,test
CCCSCC(=O)NC(C)(CC)CC,151.17,test
C[C@@H]1CN(C(=O)C(=O)Nc2cc(F)c(S(C)(=O)=O)c(F)c2)C(C)(C)C1,231.05,test
CC(C)C(=O)NC[C@H]1CCCN(c2nnc(C(C)C)n2C[C@H](c2ccccc2)N2CCOCC2)C1,327.47,test
CCc1ccc(CC(=O)N(C)[C@H]2CCN(Cc3ccccn3)C2)nc1,241.83,test
FC(F)(F)COc1cccnc1-c1nc(-c2ccccc2-n2ccnc2)no1,234.34,test
CCc1ocnc1C(=O)NC1CC(N(C)C(=O)[C@H]2CCC(=O)N2)C1,207.99,test
CC#CCN(C)C(=O)C(=O)N1CCC[C@H](C)[C@@H]1C,165.84,test
Cn1ncc(C(=O)N2CC=C(CNC(=O)c3ccn[nH]3)CC2)c1Cl,218.03,test
CCOC(=O)CC(=O)N[C@@H]1CCCC1(C)C,144.06,test
CC(C)[C@H]([NH2+]Cc1ccns1)C(=O)[O-],130.01,test
CN1CCN(C(=O)c2cnn3c2C[C@H](CNC(=O)CS(=O)(=O)NC(C)(C)C)CC3)CC1,286.6,test
CC(=O)COC(=O)[C@@H](C)NS(C)(=O)=O,114.19,test
O=S1(=O)NCCCN1Cc1cnsn1,123.11,test
Cc1cccnc1C(=O)N1C[C@@H](CN[C@H](C)c2ncccn2)[C@H](C)C1,235.96,test
Cc1cc([C@](C)(O)Cn2c(Cc3ccccn3)nnc2N2CCN(C(=O)OCC(C)C)CC2)c(C)o1,334.06,test
CC[C@H](C)n1c(-c2ccccc2)nnc1S(=O)(=O)Cc1n[nH]c(C)n1,227.76,test
CCCCSCC(=O)N[C@@H](C)C(C)C,152.75,test
COc1ccc2c(c1)C[C@@H](COC(=O)c1cnn(C3CCOCC3)c1C)O2,248.37,test
C[C@H]1CO[C@@H](C(=O)NCC2=CCN(C(=O)c3cn(C)cn3)CC2)C1,219.47,test
CCc1[nH]nc(C(=O)NC2CN([C@H]3CCCNC3=O)C2)c1Cl,200.66,test
CC(C)Cc1nnc(N(C)C2CCN(C(=O)c3ccccc3)CC2)n1CCN1CCOCC1(C)C,333.2,test
CC[C@@](C)(O)CNc1ccc(Cl)nn1,138.2,test
CCc1ncc(C(=O)OCCOC)s1,134.7,test
Cc1nnc(CC(=O)N2C[C@@H](NC(=O)c3ccsn3)C[C@@H]2C)[nH]1,211.08,test
COc1cc(-c2nnc(N3CCN4C(=O)OC[C@@H]4C3)n2CCCOC(F)(F)F)ccc1OC(C)C,301.01,test
CC(C)=CCOc1ccc(C)cc1C,146.77,test
C[C@@H](NC(=O)C1=CCOCC1)C1CN(C(=O)[C@H]2CC3CCC2CC3)C1,224.98,test
CC(C)Oc1cccc(CN(C)C(=O)Nc2ccc(C(=O)N3CCOCC3)cc2)c1,300.96,test
COCc1ccc(N[C@H]2CCC[C@H]2OC)cc1,167.82,test
O=S1(=O)NCCCN1Cc1ccno1,113.12,test
C[C@H]1CN(C(=O)NCc2ccc(NC(=O)N(C)C)cc2)C[C@H](c2ccsc2)O1,278.88,test
CC[C@H](C)[C@H]([NH2+]CC[C@H](C)F)C(=O)[O-],124.08,test
CN(C(=O)[C@H](F)c1ccccc1)[C@@H]1CCOC1,146.87,test
CCN1C[C@@H]2C[C@H]1CN2C(=O)CCCC(=O)NC,164.65,test
Cc1cc(F)ccc1C[N@H+]1CC[C@@H](C(=O)[O-])[C@@H]1C,158.65,test
COCC(=O)OCc1ncccc1Cl,124.05,test
CCOc1ccc(N2C(=S)N[C@H](c3ccccn3)[C@H]2c2cc(C)n(-c3cccnc3)c2C)cc1,347.04,test
C[C@@H](Oc1cccnc1)C(=O)NN1CN=NC1=O,147.06,test
C[C@H]1CCN(C(=O)C(=O)N2CCO[C@@H](C(N)=O)C2)C1,160.6,test
C[C@H](NC(=O)N1CC=CC1)C(F)(F)F,102.35,test
CC[C@@H]1OCC[C@H]1NC(=O)NC(C)C,129.11,test
CNc1ccc(C#N)cc1NC(=O)c1cc(COc2cccc(C(C)=O)c2)on1,270.6,test
CC(C)OCc1cccc(NC(=O)CNc2ccccc2C(N)=O)c1,245.47,test
CC(C)=CCC[C@@H](C)OCCCCO,145.03,test
C[C@@]1(C#N)CN(S(C)(=O)=O)CCO1,108.87,test
C=CCNC(=O)CN(C)S(=O)(=O)CC,128.56,test
COc1ccc(CN2CC[C@H](NC(=O)c3cn[nH]n3)[C@H](C)C2)nn1,214.65,test
CC[C@H](F)CN1C(=O)[C@H]2CCCCN2C1=O,133.08,test
COC(=O)[C@](C)(CO)NC(=O)CSC,126.43,test
CC[C@@H](NC(=O)c1c(C)noc1C)[C@@H]1CC1(C)C,167.79,test
CC(=O)N(CCc1ccccc1)CC(=O)N1CC[C@H](C)Sc2ccccc21,269.35,test
COc1cc(CN(C)c2nnc(C(=O)Nc3ccccn3)n2C[C@H]2CCC[C@@H]2OC)cc(OC)c1,336.09,test
CCOC(=O)[C@H]1C[C@H](Oc2c(C)cc(F)cc2[N+](=O)[O-])c2ccccc2O1,226.7,test
COCCNC(=O)[C@H]1CC[C@@H](C)N(c2nnc([C@H]3CCCO3)n2CCc2ccc(C)c(OC)c2)C1,331.26,test
Cc1nc[nH]c1CC(=O)N1CCC[C@@H](NC(=O)c2ncc[nH]2)[C@H]1C,215.81,test
CC(C)N(C)C(=O)C1CCN(c2nnc(C(=O)Nc3ccccn3)n2Cc2cccc(F)c2)CC1,336.42,test
C[C@@H](CNC(=O)OC(C)(C)C)Cn1c(Cc2ccsc2)nnc1N1CCN(c2cccnn2)CC1,332.17,test
Cc1ccc(NC(=O)c2nnc(N3C[C@@H](C)OC(C)(C)C3)n2CCN2CCOCC2(C)C)cc1C,352.98,test
O=C(N[C@H](c1ccccc1)[C@H]1CCOC1)N[C@@H]1CCN(c2ccccn2)C1,257.76,test
O=C(NCc1n[nH]c(COc2ccccc2)n1)C1(c2ccc(C(F)(F)F)cc2)CC1,248.45,test
CCOC(C)(C)CNC(=O)Nc1ccc(C)cn1,175.24,test
CCCC[S@@](=O)Cc1nccc(C)n1,147.34,test
Cc1nocc1C(=O)N1C[C@H]2OCCN(C(=O)c3ncccc3C)[C@H]2C1,224.7,test
CCN(C[C@@H](C)O)C(=O)C[C@@H](C)SC,142.45,test
C[C@H]1[C@@H](NC(=O)C(F)F)CCCN1C(=O)c1cc(=O)n(C)cn1,189.8,test
COc1ccccc1-c1noc([C@@H](C)NC(=O)c2ccc3nc(C)oc3c2)n1,262.58,test
CCc1noc2ncc(C(=O)N[C@@H](c3ccc(F)cc3)C3CCC3)cc12,238.95,test
C[C@@H]1CN(C(=O)NCCS(=O)(=O)Cc2ccccc2)[C@@H]1c1ccccc1,251.37,test
COc1cc(/C=N/N2C(=O)[C@@H]3[C@@H](C2=O)[C@@H]2C=C[C@H]3CC2)ccc1OCc1ccc(Cl)cc1Cl,341.24,test
C[C@@H](NC(=O)CN1CCCC1)C1CN(CC(N)=O)C1,173.25,test
O=S1(=O)C[C@H]2[C@@H](C1)N=C(SCc1ccc(Cl)cc1)N2c1cc(C(F)(F)F)ccc1Cl,282.53,test
CC(C)Cc1nnc(N(C)[C@H](C)c2ccc(S(C)(=O)=O)cc2)n1C[C@H]1CCCN1c1cnn(C)c1,340.93,test
CO[C@@H](C)CNC(=O)c1csc(C)c1,141.55,test
CC(C)(C)OC(=O)N[C@H]1C[C@@H](c2nnc(N3CCCC3)n2CCNC(=O)Cc2cccc(F)c2)C1,316.15,test
N#Cc1cc(C(=O)NCc2ccnc(Oc3ccc(F)cc3)c2)cnc1C(F)(F)F,249.47,test
CCC(CC)NC(=O)c1nnc(N2C[C@@H](CC)[C@@H](N3CCOCC3)C2)n1CCc1ccccc1F,335.49,test
COc1cc(OC)c(CCn2c(N3C[C@H](C)[C@H](N4CCOCC4)C3)nnc2C(C)(C)C)c(OC)c1,334.75,test
CCC(CC)NC(=O)c1nnc(N2CCC(C(=O)c3ccc(O)cc3)CC2)n1CC1CCOCC1,334.89,test
C[C@@H]1CN(C(C)(C)CNC(=O)c2ccccc2Sc2ccccc2C#N)C[C@@H](C)O1,298.17,test
Cc1ccc(C(=O)N[C@@H]2CCCN(C(=O)CC(N)=O)[C@H]2C)c(C)n1,219.76,test
Cc1nc(C(=O)N[C@]2(C)CCN([C@@H]3CCC(=O)NC3=O)C2)c(C)o1,209.8,test
CC(C)c1ccccc1NC(=O)N1CCN(CC(=O)N2CCCC[C@@H]2C)CC1,277.14,test
CC(C)(C)OC(=O)NCC1CCN(c2nnc([C@H]3CCOC3)n2CCCOC[C@@H]2CCCO2)CC1,318.02,test
C[C@@H]1C[C@H](C)CCN(S(C)(=O)=O)C1,124.95,test
CNC(=O)CN1CC2(C1)C[C@@H](NC(=O)[C@H]1CCCCC1(F)F)CO2,199.23,test
O=C(Nc1ccc(-c2noc(C(F)(F)F)n2)cc1)[C@H]1CC(=O)Nc2cc(F)ccc21,251.68,test
O=C([O-])c1ccc([N+](=O)[O-])c(NC2CC[NH+](CC3CCCC3)CC2)n1,230.63,test
CCOCc1nnc(N2CCN(CC(=O)NC3CC3)CC2)n1C[C@]1(O)CCS(=O)(=O)C1,273.89,test
C[C@H]1CN(C(=O)c2cccnn2)CC[C@@H]1NC(=O)c1csc(=O)[nH]1,219.11,test
CC1(C(=O)N2CCC[C@H](CNc3cnc4ccccc4n3)C2)CCC1,247.06,test
C/C=C\[C@@H](O)C(=O)Nc1cnc(C)s1,139.61,test
C[C@@H]1CCCN(S(=O)(=O)c2ccc(NC(=O)NCC3([C@H](O)c4ccccc4)CC3)cc2)C1,317.0,test
CCn1cc(-n2c(=O)c(=Cc3ccncc3)sc2=C(C#N)C(=O)NCCN2CCOCC2)cn1,365.03,test
CCc1[nH]ccc1C(=O)N(C)C[C@@H]1CCN1C(=O)[C@@H](C)CC(C)(C)C,242.18,test
CC(C)NC(=O)c1nnc(N2CCC(O)(c3ccccc3)CC2)n1Cc1cc(COC(C)(C)C)on1,333.87,test
O=C(NC1CCN(Cc2ccccn2)CC1)c1nccc2ccsc21,245.9,test
CC[C@@H](C)NC(=O)[C@H](C)SCCCO,145.77,test
C[C@@H]1C[C@H]1C(=O)N1CC[C@H]1C(F)(F)F,106.39,test
C[C@@]1(C(=O)N2C[C@@H](O)[C@H](NC(=O)c3cccc4c3OCC4)C2)CCOC1,231.93,test
C/C(=C\Cl)CSC[C@@H]1COC(=O)N1,128.2,test
CCNC(=O)CN1CCN(c2nnc(-c3ccc(C(C)(C)C)cc3)n2CCSC(F)(F)F)CC1,327.41,test
CCN1C(=S)N=NC1[C@H]1CCCN(C(=O)[C@H]2CC[C@H](C3CCC3)CC2)C1,261.65,test
COCc1nc(C(=O)N2[C@@H]3CC[C@H]2[C@H](NC(=O)[C@@H]2C[C@@H]4O[C@H]2[C@H]2C[C@H]24)C3)cs1,250.14,test
CC(C)c1ccc2c(c1)[C@@H](NC(=O)c1ccc3nccnc3n1)CC2,248.11,test
CC(C)NC(=S)NC[C@@]1(C)CCOC1,147.33,test
CCn1cc(CN2CC[C@]3(NC(=O)c4cn[nH]n4)CCC[C@H]23)nn1,210.11,test
CN(CCOCC1CC1)C(=O)[C@@H]1[C@@H]2CCC(=O)[C@@H]21,160.39,test
CC(C)(C)OC(=O)NC[C@@H]1CN(c2nnc([C@H]3CCOC3)n2CCCc2ccccc2F)CCO1,311.83,test
C[C@@H](c1ccco1)N(C)c1nnc(-c2nn(C)c(=O)c3ccccc32)n1CCN(C)CC(F)(F)F,303.96,test
CC[C@H](C)COc1cnc(SC)nc1,149.32,test
CCC1(O)CCN(c2nccs2)CC1,141.07,test
FC(F)(Cl)CCSc1ncccn1,122.05,test
CC(C)[C@](C)(Nc1ccc(C2CC2)nn1)C(N)=O,174.04,test
CN(CCO)Cc1cccnc1Cl,124.22,test
Cc1ncc(C(=O)NC[C@H]2C[C@H]2C)s1,141.62,test
CCCc1c(C(=O)Nc2ccc(-n3cncn3)c(F)c2)cnn1-c1ccc(F)cc1,284.92,test
O=C(NCc1ncccc1O)c1scnc1C1CC1,180.59,test
CN(c1ncccc1Cl)[C@@H]1CCOC1,135.75,test
COCCO[C@@H]1C[C@H](C)CC(C)(C)C1,137.17,test
COCCOc1ccc(NC(=O)C(=O)NC[C@H](c2ccccc2)C(C)C)c(C)c1,288.92,test
CC[C@H](NS(=O)(=O)NC)C1CCCC1,132.01,test
CNC(=O)CN(C)c1nc2cc(Cl)cc(Cl)c2o1,175.68,test
CC(=O)Nc1cccc(Cn2c(-c3cnccn3)nnc2N2CCC[C@@H](NC(=O)OC(C)(C)C)C2)c1,346.95,test
CO[C@@H](C(=O)N1CCOC2(CN(Cc3cnoc3C)C2)C1)C1CC1,207.47,test
Cn1cncc1CC(=O)N1CCC(CO)(NC(=O)c2cnco2)CC1,213.98,test
CC(C)OCCN1CCN(C(=O)NCCSc2ccc(Cl)cc2)CC1,256.07,test
Cc1ccn(C)c1C(=O)NC1CC(CNC(=O)[C@H]2CCC(=O)N2)C1,221.81,test
CCOCCN(C)C(=O)C1(SC)CC1,139.31,test
Cc1ccc(OCCCC(=O)NCc2cccc(C(=O)Nc3ccncc3)c2)cc1C,310.38,test
CCc1cnc(CN(C)C(=S)NC)s1,159.87,test
C[C@H]1C[C@@H](c2cccc(F)c2)N(C(=O)C(=O)Nc2ccnn2Cc2ccccc2F)C1,276.48,test
Cn1nncc1C(=O)N[C@@H]1CCC[C@H](C(N)=O)C1,153.93,test
COCCC[S@](=O)CCC(F)(F)F,107.77,test
CC1=C(C(=O)NC(CF)CF)CCC1,122.17,test
C[C@H]1CCCC[C@H]1C(=O)N1CC2(C1)CCN(Cc1cnn(C)n1)CC2,236.6,test
COC(=O)CCCC(=O)NC/C=C\Cl,128.84,test
C[C@@H]1CN(c2nnc(CC3CC3)n2Cc2cccc(C(=O)N(C)C)c2)C[C@@H]1NC(=O)OC(C)(C)C,328.52,test
CC(=O)N(C)c1ccc(NC(=O)N[C@@H]2C[C@H]2c2ccc(F)cc2)cc1,240.74,test
CNC(=O)[C@]1(C)CCN(c2nnc(C(=O)Nc3ccccn3)n2CC(C)(C)c2ccccc2F)C1,332.06,test
C[C@H]1CN(C(=O)c2cn(CC3CC3)nn2)CC[C@H]1NC(=O)C(F)F,204.11,test
CC(C)Oc1cccc(CN(C)C(=O)Cn2cc(-c3ccccc3)nn2)c1,265.67,test
CC(C)[C@H](Cn1c(CC(C)(C)C)nnc1N1CCN(C(=O)N2CCOCC2)CC1)c1cccnc1,328.37,test
COCCC(C)(C)Cn1c(Cc2ccncc2)nnc1N1CCN(C(=O)Cc2ccccc2F)CC1,331.18,test
Cn1cc(C(=O)N2CCC([C@@H](O)c3ccc(Cl)cc3)CC2)c(C2CCC2)n1,262.24,test
Cn1cnnc1CN1CCC[C@H]1CNC(=O)[C@@H]1CCCc2nn[nH]c21,215.71,test
O=C(NCc1cccc2c1OCCCO2)c1cnn(-c2ccc(C(F)(F)F)cc2)c1,267.98,test
CNC(=O)CN1CC2(C1)C[C@H](NC(=O)Cc1cccc(C)c1)CO2,220.76,test
C[C@H](NC(=O)[C@H]1CCO[C@@H]1C)C(F)F,108.85,test
CC[C@H]1CCCCN1C(=O)[C@H](C)OC(=O)Cn1c2ccccc2c(=O)c2ccccc21,294.98,test
C#CCCOC(=O)NCCOCCO,119.27,test
CS[C@@H](C)CN1C(=O)NC(C)(C)C1=O,132.61,test
COc1ccc(-c2ccc(CNC(=O)CC[C@H]3CCC(=O)N3)s2)cc1,255.84,test
Cc1ccc(NC(=O)CN(C)c2nnc(-c3cccc(C)n3)n2CCN2CCOCC2(C)C)cc1,342.08,test
CN(Cc1ccccc1)C(=O)Cn1c(-c2ccc[nH]2)nnc1N1CC[C@@H](CNC(=O)OC(C)(C)C)C1,337.2,test
CCC(=O)N[C@@H]1CCCN(c2nnc([C@H]3CCCOC3)n2Cc2ccc(C(=O)N(CC)CC)cc2)C1,340.54,test
CC(C)(C)OC(=O)N1CCC[C@H](n2cc(C(=O)NC3(C)CCCC3)cn2)C1,253.66,test
